# uid	ticker	name	region	category	provider	datasource	symbol	frequency	uid	foreign_currency	domestic_currency	bbid	maturity	type
2833	USPKR2F	Pakistani Rupee To United States Dollar 2 Month Forward	Pakistan	FX	WM/Refinitiv	Datastream	USPKR2F	B	2833	USD	PKR	USDPKR	2m	Outright
2834	USPKR3F	Pakistani Rupee To United States Dollar 3 Month Forward	Pakistan	FX	WM/Refinitiv	Datastream	USPKR3F	B	2834	USD	PKR	USDPKR	3m	Outright
2835	USPKR6F	Pakistani Rupee To United States Dollar 6 Month Forward	Pakistan	FX	WM/Refinitiv	Datastream	USPKR6F	B	2835	USD	PKR	USDPKR	6m	Outright
2836	USPKR9M	Pakistani Rupee To United States Dollar 9 Month Forward	Pakistan	FX	WM/Refinitiv	Datastream	USPKR9M	B	2836	USD	PKR	USDPKR	9m	Outright
2837	USPKRON	Pakistani Rupee To United States Dollar Overnight	Pakistan	FX	WM/Refinitiv	Datastream	USPKRON	B	2837	USD	PKR	USDPKR	ON	Outright
2838	USPLN1F	Polish Zloty To United States Dollar 1 Month Forward	Poland	FX	WM/Refinitiv	Datastream	USPLN1F	B	2838	USD	PLN	USDPLN	1m	Outright
2839	USPLN2F	Polish Zloty To United States Dollar 2 Month Forward	Poland	FX	WM/Refinitiv	Datastream	USPLN2F	B	2839	USD	PLN	USDPLN	2m	Outright
2840	USPLN2Y	Polish Zloty To United States Dollar 2 Year Forward	Poland	FX	WM/Refinitiv	Datastream	USPLN2Y	B	2840	USD	PLN	USDPLN	2y	Outright
2841	USPLN3F	Polish Zloty To United States Dollar 3 Month Forward	Poland	FX	WM/Refinitiv	Datastream	USPLN3F	B	2841	USD	PLN	USDPLN	3m	Outright
2842	USPLN5Y	Polish Zloty To United States Dollar 5 Year Forward	Poland	FX	WM/Refinitiv	Datastream	USPLN5Y	B	2842	USD	PLN	USDPLN	5y	Outright
2843	USPLN6F	Polish Zloty To United States Dollar 6 Month Forward	Poland	FX	WM/Refinitiv	Datastream	USPLN6F	B	2843	USD	PLN	USDPLN	6m	Outright
2844	USPLN9F	Polish Zloty To United States Dollar 9 Month Forward	Poland	FX	WM/Refinitiv	Datastream	USPLN9F	B	2844	USD	PLN	USDPLN	9m	Outright
2845	USPLNON	Polish Zloty To United States Dollar Overnight	Poland	FX	WM/Refinitiv	Datastream	USPLNON	B	2845	USD	PLN	USDPLN	ON	Outright
2846	USPLNTN	Polish Zloty To United States Dollar Tomorrow-Next	Poland	FX	WM/Refinitiv	Datastream	USPLNTN	B	2846	USD	PLN	USDPLN	TN	Outright
2847	USPLNWF	Polish Zloty To United States Dollar Spot-Week	Poland	FX	WM/Refinitiv	Datastream	USPLNWF	B	2847	USD	PLN	USDPLN	SW	Outright
2848	USPLNYF	Polish Zloty To United States Dollar 1 Year Forward	Poland	FX	WM/Refinitiv	Datastream	USPLNYF	B	2848	USD	PLN	USDPLN	1y	Outright
2849	USPOLZL	Polish Zloty To United States Dollar Spot	Poland	FX	GTIS - FTID/TR	Datastream	USPOLZL	B	2849	USD	PLN	USDPLN	0m	Outright
2850	USQAR1F	Qatari Riyal To United States Dollar 1 Month Forward	Qatar	FX	WM/Refinitiv	Datastream	USQAR1F	B	2850	USD	QAR	USDQAR	1m	Outright
2851	USQAR1W	Qatari Riyal To United States Dollar Spot-Week	Qatar	FX	WM/Refinitiv	Datastream	USQAR1W	B	2851	USD	QAR	USDQAR	SW	Outright
2852	USQAR1Y	Qatari Riyal To United States Dollar 1 Year Forward	Qatar	FX	WM/Refinitiv	Datastream	USQAR1Y	B	2852	USD	QAR	USDQAR	1y	Outright
2853	USQAR2F	Qatari Riyal To United States Dollar 2 Month Forward	Qatar	FX	WM/Refinitiv	Datastream	USQAR2F	B	2853	USD	QAR	USDQAR	2m	Outright
2854	USQAR2Y	Qatari Riyal To United States Dollar 2 Year Forward	Qatar	FX	WM/Refinitiv	Datastream	USQAR2Y	B	2854	USD	QAR	USDQAR	2y	Outright
2855	USQAR3F	Qatari Riyal To United States Dollar 3 Month Forward	Qatar	FX	WM/Refinitiv	Datastream	USQAR3F	B	2855	USD	QAR	USDQAR	3m	Outright
2856	USQAR6F	Qatari Riyal To United States Dollar 6 Month Forward	Qatar	FX	WM/Refinitiv	Datastream	USQAR6F	B	2856	USD	QAR	USDQAR	6m	Outright
2857	USQAR9F	Qatari Riyal To United States Dollar 9 Month Forward	Qatar	FX	WM/Refinitiv	Datastream	USQAR9F	B	2857	USD	QAR	USDQAR	9m	Outright
2858	USQATAR	Qatari Riyal To United States Dollar Spot	Qatar	FX	GTIS - FTID/TR	Datastream	USQATAR	B	2858	USD	QAR	USDQAR	0m	Outright
2859	USQOFSP	Qatari Riyal To United States Dollar Spot	Qatar	FX	WM/Refinitiv	Datastream	USQOFSP	B	2859	USD	QAR	USDQAR	0m	Outright
2860	USRIRUP	Sri Lankan Rupee To United States Dollar Spot	Sri Lanka	FX	GTIS - FTID/TR	Datastream	USRIRUP	B	2860	USD	LKR	USDLKR	0m	Outright
2861	USROL1F	Romanian Leu To United States Dollar 1 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USROL1F	B	2861	USD	RON	USDRON	1m	Outright
2862	USROL1W	Romanian Leu To United States Dollar 1 Week Forward	Romania	FX	WM/Refinitiv	Datastream	USROL1W	B	2862	USD	RON	USDRON	1w	Outright
2863	USROL1Y	Romanian Leu To United States Dollar 1 Year Forward	Romania	FX	WM/Refinitiv	Datastream	USROL1Y	B	2863	USD	RON	USDRON	1y	Outright
2864	USROL2F	Romanian Leu To United States Dollar 2 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USROL2F	B	2864	USD	RON	USDRON	2m	Outright
2865	USROL3F	Romanian Leu To United States Dollar 3 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USROL3F	B	2865	USD	RON	USDRON	3m	Outright
2866	USROL6F	Romanian Leu To United States Dollar 6 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USROL6F	B	2866	USD	RON	USDRON	6m	Outright
2867	USROL9F	Romanian Leu To United States Dollar 9 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USROL9F	B	2867	USD	RON	USDRON	9m	Outright
2868	USROLON	Romanian Leu To United States Dollar Overnight	Romania	FX	WM/Refinitiv	Datastream	USROLON	B	2868	USD	RON	USDRON	ON	Outright
2869	USROLTN	Romanian Leu To United States Dollar Tomorrow-Next	Romania	FX	WM/Refinitiv	Datastream	USROLTN	B	2869	USD	RON	USDRON	TN	Outright
2870	USRON1F	Romanian Leu To United States Dollar 1 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USRON1F	B	2870	USD	RON	USDRON	1m	Outright
2871	USRON1W	Romanian Leu To United States Dollar Spot-Week	Romania	FX	WM/Refinitiv	Datastream	USRON1W	B	2871	USD	RON	USDRON	SW	Outright
2872	USRON1Y	Romanian Leu To United States Dollar 1 Year Forward	Romania	FX	WM/Refinitiv	Datastream	USRON1Y	B	2872	USD	RON	USDRON	1y	Outright
2873	USRON2F	Romanian Leu To United States Dollar 2 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USRON2F	B	2873	USD	RON	USDRON	2m	Outright
2874	USRON3F	Romanian Leu To United States Dollar 3 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USRON3F	B	2874	USD	RON	USDRON	3m	Outright
2875	USRON6F	Romanian Leu To United States Dollar 6 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USRON6F	B	2875	USD	RON	USDRON	6m	Outright
2876	USRON9F	Romanian Leu To United States Dollar 9 Month Forward	Romania	FX	WM/Refinitiv	Datastream	USRON9F	B	2876	USD	RON	USDRON	9m	Outright
2877	USRONON	Romanian Leu To United States Dollar Overnight	Romania	FX	WM/Refinitiv	Datastream	USRONON	B	2877	USD	RON	USDRON	ON	Outright
2878	USRONTN	Romanian Leu To United States Dollar Tomorrow-Next	Romania	FX	WM/Refinitiv	Datastream	USRONTN	B	2878	USD	RON	USDRON	TN	Outright
2879	USSAR1F	Saudi Arabian Riyal To United States Dollar 1 Month Forward	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSAR1F	B	2879	USD	SAR	USDSAR	1m	Outright
2880	USSAR2F	Saudi Arabian Riyal To United States Dollar 2 Month Forward	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSAR2F	B	2880	USD	SAR	USDSAR	2m	Outright
2881	USSAR2Y	Saudi Arabian Riyal To United States Dollar 2 Year Forward	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSAR2Y	B	2881	USD	SAR	USDSAR	2y	Outright
2882	USSAR3F	Saudi Arabian Riyal To United States Dollar 3 Month Forward	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSAR3F	B	2882	USD	SAR	USDSAR	3m	Outright
2883	USSAR6F	Saudi Arabian Riyal To United States Dollar 6 Month Forward	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSAR6F	B	2883	USD	SAR	USDSAR	6m	Outright
2884	USSAR9F	Saudi Arabian Riyal To United States Dollar 9 Month Forward	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSAR9F	B	2884	USD	SAR	USDSAR	9m	Outright
2885	USSARON	Saudi Arabian Riyal To United States Dollar Overnight	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSARON	B	2885	USD	SAR	USDSAR	ON	Outright
2886	USSARTN	Saudi Arabian Riyal To United States Dollar Tomorrow-Next	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSARTN	B	2886	USD	SAR	USDSAR	TN	Outright
2887	USSARWF	Saudi Arabian Riyal To United States Dollar Spot-Week	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSARWF	B	2887	USD	SAR	USDSAR	SW	Outright
2888	USSARYF	Saudi Arabian Riyal To United States Dollar 1 Year Forward	Saudi Arabia	FX	WM/Refinitiv	Datastream	USSARYF	B	2888	USD	SAR	USDSAR	1y	Outright
2889	USSAUDR	Saudi Arabian Riyal To United States Dollar Spot	Saudi Arabia	FX	GTIS - FTID/TR	Datastream	USSAUDR	B	2889	USD	SAR	USDSAR	0m	Outright
2890	USSGD1F	Singaporean Dollar To United States Dollar 1 Month Forward	Singapore	FX	WM/Refinitiv	Datastream	USSGD1F	B	2890	USD	SGD	USDSGD	1m	Outright
2891	USSGD2F	Singaporean Dollar To United States Dollar 2 Month Forward	Singapore	FX	WM/Refinitiv	Datastream	USSGD2F	B	2891	USD	SGD	USDSGD	2m	Outright
2892	USSGD2Y	Singaporean Dollar To United States Dollar 2 Year Forward	Singapore	FX	WM/Refinitiv	Datastream	USSGD2Y	B	2892	USD	SGD	USDSGD	2y	Outright
2893	USSGD3F	Singaporean Dollar To United States Dollar 3 Month Forward	Singapore	FX	WM/Refinitiv	Datastream	USSGD3F	B	2893	USD	SGD	USDSGD	3m	Outright
2894	USSGD6F	Singaporean Dollar To United States Dollar 6 Month Forward	Singapore	FX	WM/Refinitiv	Datastream	USSGD6F	B	2894	USD	SGD	USDSGD	6m	Outright
2895	USSGD9F	Singaporean Dollar To United States Dollar 9 Month Forward	Singapore	FX	WM/Refinitiv	Datastream	USSGD9F	B	2895	USD	SGD	USDSGD	9m	Outright
2896	USSGDON	Singaporean Dollar To United States Dollar Overnight	Singapore	FX	WM/Refinitiv	Datastream	USSGDON	B	2896	USD	SGD	USDSGD	ON	Outright
2897	USSGDTN	Singaporean Dollar To United States Dollar Tomorrow-Next	Singapore	FX	WM/Refinitiv	Datastream	USSGDTN	B	2897	USD	SGD	USDSGD	TN	Outright
2898	USSGDWF	Singaporean Dollar To United States Dollar Spot-Week	Singapore	FX	WM/Refinitiv	Datastream	USSGDWF	B	2898	USD	SGD	USDSGD	SW	Outright
2899	USSGDYF	Singaporean Dollar To United States Dollar 1 Year Forward	Singapore	FX	WM/Refinitiv	Datastream	USSGDYF	B	2899	USD	SGD	USDSGD	1y	Outright
2900	USSINGD	Singaporean Dollar To United States Dollar Spot	Singapore	FX	GTIS - FTID/TR	Datastream	USSINGD	B	2900	USD	SGD	USDSGD	0m	Outright
2901	USSIT1F	Slovenian Tolar To United States Dollar 1 Month Forward	Slovenia	FX	WM/Refinitiv	Datastream	USSIT1F	B	2901	USD	SIT	USDSIT	1m	Outright
2902	USSIT1W	Slovenian Tolar To United States Dollar Spot-Week	Slovenia	FX	WM/Refinitiv	Datastream	USSIT1W	B	2902	USD	SIT	USDSIT	SW	Outright
2903	USSIT1Y	Slovenian Tolar To United States Dollar 1 Year Forward	Slovenia	FX	WM/Refinitiv	Datastream	USSIT1Y	B	2903	USD	SIT	USDSIT	1y	Outright
2904	USSIT2F	Slovenian Tolar To United States Dollar 2 Month Forward	Slovenia	FX	WM/Refinitiv	Datastream	USSIT2F	B	2904	USD	SIT	USDSIT	2m	Outright
2905	USSIT3F	Slovenian Tolar To United States Dollar 3 Month Forward	Slovenia	FX	WM/Refinitiv	Datastream	USSIT3F	B	2905	USD	SIT	USDSIT	3m	Outright
2906	USSIT6F	Slovenian Tolar To United States Dollar 6 Month Forward	Slovenia	FX	WM/Refinitiv	Datastream	USSIT6F	B	2906	USD	SIT	USDSIT	6m	Outright
2907	USSIT9F	Slovenian Tolar To United States Dollar 9 Month Forward	Slovenia	FX	WM/Refinitiv	Datastream	USSIT9F	B	2907	USD	SIT	USDSIT	9m	Outright
2908	USSITON	Slovenian Tolar To United States Dollar Overnight	Slovenia	FX	WM/Refinitiv	Datastream	USSITON	B	2908	USD	SIT	USDSIT	ON	Outright
2909	USSKK1F	Slovak Koruna To United States Dollar 1 Month Forward	Slovakia	FX	WM/Refinitiv	Datastream	USSKK1F	B	2909	USD	SKK	USDSKK	1m	Outright
2910	USSKK2F	Slovak Koruna To United States Dollar 2 Month Forward	Slovakia	FX	WM/Refinitiv	Datastream	USSKK2F	B	2910	USD	SKK	USDSKK	2m	Outright
2911	USSKK2Y	Slovak Koruna To United States Dollar 2 Year Forward	Slovakia	FX	WM/Refinitiv	Datastream	USSKK2Y	B	2911	USD	SKK	USDSKK	2y	Outright
2912	USSKK3F	Slovak Koruna To United States Dollar 3 Month Forward	Slovakia	FX	WM/Refinitiv	Datastream	USSKK3F	B	2912	USD	SKK	USDSKK	3m	Outright
2913	USSKK5Y	Slovak Koruna To United States Dollar 5 Year Forward	Slovakia	FX	WM/Refinitiv	Datastream	USSKK5Y	B	2913	USD	SKK	USDSKK	5y	Outright
2914	USSKK6F	Slovak Koruna To United States Dollar 6 Month Forward	Slovakia	FX	WM/Refinitiv	Datastream	USSKK6F	B	2914	USD	SKK	USDSKK	6m	Outright
2915	USSKK9F	Slovak Koruna To United States Dollar 9 Month Forward	Slovakia	FX	WM/Refinitiv	Datastream	USSKK9F	B	2915	USD	SKK	USDSKK	9m	Outright
2916	USSKKON	Slovak Koruna To United States Dollar Overnight	Slovakia	FX	WM/Refinitiv	Datastream	USSKKON	B	2916	USD	SKK	USDSKK	ON	Outright
2917	USSKKTN	Slovak Koruna To United States Dollar Tomorrow-Next	Slovakia	FX	WM/Refinitiv	Datastream	USSKKTN	B	2917	USD	SKK	USDSKK	TN	Outright
2918	USSKKWF	Slovak Koruna To United States Dollar Spot-Week	Slovakia	FX	WM/Refinitiv	Datastream	USSKKWF	B	2918	USD	SKK	USDSKK	SW	Outright
2919	USSKKYF	Slovak Koruna To United States Dollar 1 Year Forward	Slovakia	FX	WM/Refinitiv	Datastream	USSKKYF	B	2919	USD	SKK	USDSKK	1y	Outright
2920	USTND1F	Tunisian Dinar To United States Dollar 1 Month Forward	Tunisia	FX	WM/Refinitiv	Datastream	USTND1F	B	2920	USD	TND	USDTND	1m	Outright
2921	USTND1W	Tunisian Dinar To United States Dollar Spot-Week	Tunisia	FX	WM/Refinitiv	Datastream	USTND1W	B	2921	USD	TND	USDTND	SW	Outright
2922	USTND1Y	Tunisian Dinar To United States Dollar 1 Year Forward	Tunisia	FX	WM/Refinitiv	Datastream	USTND1Y	B	2922	USD	TND	USDTND	1y	Outright
2923	USTND2F	Tunisian Dinar To United States Dollar 2 Month Forward	Tunisia	FX	WM/Refinitiv	Datastream	USTND2F	B	2923	USD	TND	USDTND	2m	Outright
2924	USTND2Y	Tunisian Dinar To United States Dollar 2 Year Forward	Tunisia	FX	WM/Refinitiv	Datastream	USTND2Y	B	2924	USD	TND	USDTND	2y	Outright
2925	USTND3F	Tunisian Dinar To United States Dollar 3 Month Forward	Tunisia	FX	WM/Refinitiv	Datastream	USTND3F	B	2925	USD	TND	USDTND	3m	Outright
2926	USTND6F	Tunisian Dinar To United States Dollar 6 Month Forward	Tunisia	FX	WM/Refinitiv	Datastream	USTND6F	B	2926	USD	TND	USDTND	6m	Outright
2927	USTND9F	Tunisian Dinar To United States Dollar 9 Month Forward	Tunisia	FX	WM/Refinitiv	Datastream	USTND9F	B	2927	USD	TND	USDTND	9m	Outright
2928	USTNDTN	Tunisian Dinar To United States Dollar Tomorrow-Next	Tunisia	FX	WM/Refinitiv	Datastream	USTNDTN	B	2928	USD	TND	USDTND	TN	Outright
2929	USTUNIS	Tunisian Dinar To United States Dollar Spot	Tunisia	FX	GTIS - FTID/TR	Datastream	USTUNIS	B	2929	USD	TND	USDTND	0m	Outright
2930	USUAH1F	Ukrainian Hryvnia To United States Dollar 1 Month Forward	Ukraine	FX	WM/Refinitiv	Datastream	USUAH1F	B	2930	USD	UAH	USDUAH	1m	Outright
2931	USUAH1W	Ukrainian Hryvnia To United States Dollar 1 Week Forward	Ukraine	FX	WM/Refinitiv	Datastream	USUAH1W	B	2931	USD	UAH	USDUAH	1w	Outright
2932	USUAH1Y	Ukrainian Hryvnia To United States Dollar 1 Year Forward	Ukraine	FX	WM/Refinitiv	Datastream	USUAH1Y	B	2932	USD	UAH	USDUAH	1y	Outright
2933	USUAH2F	Ukrainian Hryvnia To United States Dollar 2 Month Forward	Ukraine	FX	WM/Refinitiv	Datastream	USUAH2F	B	2933	USD	UAH	USDUAH	2m	Outright
2934	USUAH3F	Ukrainian Hryvnia To United States Dollar 3 Month Forward	Ukraine	FX	WM/Refinitiv	Datastream	USUAH3F	B	2934	USD	UAH	USDUAH	3m	Outright
2935	USUAH6F	Ukrainian Hryvnia To United States Dollar 6 Month Forward	Ukraine	FX	WM/Refinitiv	Datastream	USUAH6F	B	2935	USD	UAH	USDUAH	6m	Outright
2936	USUAH9F	Ukrainian Hryvnia To United States Dollar 9 Month Forward	Ukraine	FX	WM/Refinitiv	Datastream	USUAH9F	B	2936	USD	UAH	USDUAH	9m	Outright
2937	USUTDAD	United Arab Emirates Dirham To United States Dollar Spot	United Arab Emirates	FX	GTIS - FTID/TR	Datastream	USUTDAD	B	2937	USD	AED	USDAED	0m	Outright
2938	USVEF1F	Venezuelan Bolivar Fuerte To United States Dollar 1 Month Forward	Venezuela	FX	WM/Refinitiv	Datastream	USVEF1F	B	2938	USD	VEF	USDVEF	1m	Outright
2939	USVEF1Y	Venezuelan Bolivar Fuerte To United States Dollar 1 Year Forward	Venezuela	FX	WM/Refinitiv	Datastream	USVEF1Y	B	2939	USD	VEF	USDVEF	1y	Outright
2940	USVEF2F	Venezuelan Bolivar Fuerte To United States Dollar 2 Month Forward	Venezuela	FX	WM/Refinitiv	Datastream	USVEF2F	B	2940	USD	VEF	USDVEF	2m	Outright
2941	USVEF3F	Venezuelan Bolivar Fuerte To United States Dollar 3 Month Forward	Venezuela	FX	WM/Refinitiv	Datastream	USVEF3F	B	2941	USD	VEF	USDVEF	3m	Outright
2942	USVEF6F	Venezuelan Bolivar Fuerte To United States Dollar 6 Month Forward	Venezuela	FX	WM/Refinitiv	Datastream	USVEF6F	B	2942	USD	VEF	USDVEF	6m	Outright
2943	USVEF9F	Venezuelan Bolivar Fuerte To United States Dollar 9 Month Forward	Venezuela	FX	WM/Refinitiv	Datastream	USVEF9F	B	2943	USD	VEF	USDVEF	9m	Outright
2944	USVENBF	Venezuelan Bolivar Fuerte To United States Dollar Spot	Venezuela	FX	GTIS - FTID/TR	Datastream	USVENBF	B	2944	USD	VEF	USDVEF	0m	Outright
2945	VENEBO$	Venezuelan Bolivar Fuerte To United States Dollar Spot	Venezuela	FX	WM/Refinitiv	Datastream	VENEBO$	B	2945	USD	VEF	USDVEF	0m	Outright
2946	VEUSN1M	Vietnamese Dong To United States Dollar 1 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VEUSN1M	B	2946	USD	VND	USDVND	1m	Outright
2947	VEUSN1Y	Vietnamese Dong To United States Dollar 1 Year Forward	Vietnam	FX	WM/Refinitiv	Datastream	VEUSN1Y	B	2947	USD	VND	USDVND	1y	Outright
2948	VEUSN2M	Vietnamese Dong To United States Dollar 2 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VEUSN2M	B	2948	USD	VND	USDVND	2m	Outright
2949	VEUSN3M	Vietnamese Dong To United States Dollar 3 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VEUSN3M	B	2949	USD	VND	USDVND	3m	Outright
2950	VEUSN6M	Vietnamese Dong To United States Dollar 6 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VEUSN6M	B	2950	USD	VND	USDVND	6m	Outright
2951	VEUSN9M	Vietnamese Dong To United States Dollar 9 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VEUSN9M	B	2951	USD	VND	USDVND	9m	Outright
2952	VEUSNSW	Vietnamese Dong To United States Dollar Spot-Week	Vietnam	FX	WM/Refinitiv	Datastream	VEUSNSW	B	2952	USD	VND	USDVND	SW	Outright
2953	VIETDN$	Vietnamese Dong To United States Dollar Spot	Vietnam	FX	WM/Refinitiv	Datastream	VIETDN$	B	2953	USD	VND	USDVND	0m	Outright
2954	VNDUS1M	Vietnamese Dong To United States Dollar 1 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VNDUS1M	B	2954	USD	VND	USDVND	1m	Outright
2955	VNDUS1Y	Vietnamese Dong To United States Dollar 1 Year Forward	Vietnam	FX	WM/Refinitiv	Datastream	VNDUS1Y	B	2955	USD	VND	USDVND	1y	Outright
2956	VNDUS2M	Vietnamese Dong To United States Dollar 2 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VNDUS2M	B	2956	USD	VND	USDVND	2m	Outright
2957	VNDUS3M	Vietnamese Dong To United States Dollar 3 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VNDUS3M	B	2957	USD	VND	USDVND	3m	Outright
2958	VNDUS6M	Vietnamese Dong To United States Dollar 6 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VNDUS6M	B	2958	USD	VND	USDVND	6m	Outright
2959	VNDUS9M	Vietnamese Dong To United States Dollar 9 Month Forward	Vietnam	FX	WM/Refinitiv	Datastream	VNDUS9M	B	2959	USD	VND	USDVND	9m	Outright
2960	VNDUSON	Vietnamese Dong To United States Dollar Overnight	Vietnam	FX	WM/Refinitiv	Datastream	VNDUSON	B	2960	USD	VND	USDVND	ON	Outright
2961	VNDUSSW	Vietnamese Dong To United States Dollar Spot-Week	Vietnam	FX	WM/Refinitiv	Datastream	VNDUSSW	B	2961	USD	VND	USDVND	SW	Outright
2962	ALBNLK$	Albanian Lek To United States Dollar Spot	Albania	FX	WM/Refinitiv	Datastream	ALBNLK$	B	2962	USD	ALL	USDALL	0m	Outright
2963	ALGRDN$	Algerian Dinar To United States Dollar Spot	Algeria	FX	WM/Refinitiv	Datastream	ALGRDN$	B	2963	USD	DZD	USDDZD	0m	Outright
2964	ANGORW$	Angolan Kwanza To United States Dollar Spot	Angola	FX	WM/Refinitiv	Datastream	ANGORW$	B	2964	USD	AOA	USDAOA	0m	Outright
2965	ANTGECD	East Caribbean Dollar To United States Dollar Spot	Anguilla	FX	WM/Refinitiv	Datastream	ANTGECD	B	2965	USD	XCD	USDXCD	0m	Outright
2966	ARUBFL$	Aruban Guilder To United States Dollar Spot	Aruba	FX	WM/Refinitiv	Datastream	ARUBFL$	B	2966	USD	ANG	USDANG	0m	Outright
2967	AZERMA$	Azerbaijanian Manat To United States Dollar Spot	Azerbaijan	FX	WM/Refinitiv	Datastream	AZERMA$	B	2967	USD	AZN	USDAZN	0m	Outright
2968	BAHAMAD	Bahamian Dollar To United States Dollar Spot	Bahamas	FX	WM/Refinitiv	Datastream	BAHAMAD	B	2968	USD	BSD	USDBSD	0m	Outright
2969	BAHRDI$	Bahamian Dollar To United States Dollar Spot	Bahamas	FX	WM/Refinitiv	Datastream	BAHRDI$	B	2969	USD	BSD	USDBSD	0m	Outright
2970	BANTAK$	Bangladeshi Taka To United States Dollar Spot	Bangladesh	FX	WM/Refinitiv	Datastream	BANTAK$	B	2970	USD	BDT	USDBDT	0m	Outright
2971	BARBADD	Barbadian Dollar To United States Dollar Spot	Barbados	FX	WM/Refinitiv	Datastream	BARBADD	B	2971	USD	BBD	USDBBD	0m	Outright
2972	BELARU$	Belarusian Ruble To United States Dollar Spot	Belarus	FX	WM/Refinitiv	Datastream	BELARU$	B	2972	USD	BYN	USDBYN	0m	Outright
2973	BELIZED	Belizian Dollar To United States Dollar Spot	Belize	FX	WM/Refinitiv	Datastream	BELIZED	B	2973	USD	BZD	USDBZD	0m	Outright
2974	BERMDO$	Bermudian Dollar To United States Dollar Spot	Bermuda	FX	WM/Refinitiv	Datastream	BERMDO$	B	2974	USD	BMD	USDBMD	0m	Outright
2975	BOLIPE$	Bolivian Boliviano To United States Dollar Spot	Bolivia	FX	WM/Refinitiv	Datastream	BOLIPE$	B	2975	USD	BOB	USDBOB	0m	Outright
2976	BOSHER$	Bosnia-Herzegovina Convertible Mark To United States Dollar Spot	Bosnia and Herzegovina	FX	WM/Refinitiv	Datastream	BOSHER$	B	2976	USD	BAM	USDBAM	0m	Outright
2977	BRUNDO$	Brunei Darassalam Dollar To United States Dollar Spot	Brunei	FX	WM/Refinitiv	Datastream	BRUNDO$	B	2977	USD	BND	USDBND	0m	Outright
2978	BURUFR$	Burundian Franc To United States Dollar Spot	Burundi	FX	WM/Refinitiv	Datastream	BURUFR$	B	2978	USD	BIF	USDBIF	0m	Outright
2979	CAYIDO$	Cayman Islands Dollar To United States Dollar Spot	Cayman Islands	FX	WM/Refinitiv	Datastream	CAYIDO$	B	2979	USD	KYD	USDKYD	0m	Outright
2980	CDIVCF$	Central African CFA Franc (BEAC) To United States Dollar Spot	Cameroon	FX	WM/Refinitiv	Datastream	CDIVCF$	B	2980	USD	XAF	USDXAF	0m	Outright
2981	CHIYUA$	Chinese Yuan Renminbi To United States Dollar Spot	China	FX	WM/Refinitiv	Datastream	CHIYUA$	B	2981	USD	CNY	USDCNY	0m	Outright
2982	CNHUS1M	Chinese Yuan Renminbi To United States Dollar 1 Month Forward	China	FX	WM/Refinitiv	Datastream	CNHUS1M	B	2982	USD	CNY	USDCNY	1m	Outright
2983	CNHUS1Y	Chinese Yuan Renminbi To United States Dollar 1 Year Forward	China	FX	WM/Refinitiv	Datastream	CNHUS1Y	B	2983	USD	CNY	USDCNY	1y	Outright
2984	CNHUS2M	Chinese Yuan Renminbi To United States Dollar 2 Month Forward	China	FX	WM/Refinitiv	Datastream	CNHUS2M	B	2984	USD	CNY	USDCNY	2m	Outright
2985	CNHUS2Y	Chinese Yuan Renminbi To United States Dollar 2 Year Forward	China	FX	WM/Refinitiv	Datastream	CNHUS2Y	B	2985	USD	CNY	USDCNY	2y	Outright
2986	CNHUS3M	Chinese Yuan Renminbi To United States Dollar 3 Month Forward	China	FX	WM/Refinitiv	Datastream	CNHUS3M	B	2986	USD	CNY	USDCNY	3m	Outright
2987	CNHUS5Y	Chinese Yuan Renminbi To United States Dollar 5 Year Forward	China	FX	WM/Refinitiv	Datastream	CNHUS5Y	B	2987	USD	CNY	USDCNY	5y	Outright
2988	CNHUS6M	Chinese Yuan Renminbi To United States Dollar 6 Month Forward	China	FX	WM/Refinitiv	Datastream	CNHUS6M	B	2988	USD	CNY	USDCNY	6m	Outright
